COUNTRY,YEAR,TOTAL_BUDGET,BUDGET_RANK,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE
Thailand,1946,0.241,35,13.67,18.9,9.25,7.16,14.32
Malaysia,1946,0.239,36,7.8,19.11,4.58,8.13,16.26
Peru,1946,0.21,37,8.33,15.25,10.77,11.8,14.75
Ireland,1946,0.208,38,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1946,0.064,39,19.16,13.57,7.57,11.94,14.93
Singapore,1946,0.055,40,29.92,20.31,7.39,6.87,8.59
USA,1961,166.389,1,9.56,13.55,16.16,18.98,8.13
Russia,1961,56.629,2,6.91,8.95,9.72,11.56,14.44
Canada,1961,43.644,3,15,5,14.82,21.06,9.03
Germany,1961,31.125,4,4.24,9.53,15.94,24.05,10.31
UK,1961,26.184,5,11.31,12.67,15.97,17.95,7.69
France,1961,24.415,6,5.77,11.51,5,25.45,10.91
China,1961,16.554,7,13.21,9.56,6.09,9.92,19.84
Japan,1961,14.952,8,3.02,16.13,15.07,21.28,9.12
Italy,1961,14.358,9,4.03,8.73,5,26.5,11.36
India,1961,6.686,10,14.78,13.32,3.05,8.63,17.26
Poland,1961,6.636,11,4.1,16.8,8.38,14.1,17.63
Spain,1961,6.407,12,15,8.84,12.41,20.56,8.81
Sweden,1961,5.649,13,4,9.8,11.8,24.74,10.6
Brazil,1961,5.631,14,15,5,5,10.5,21
Netherlands,1961,5.175,15,4.93,12.07,12.28,23.65,10.14
Australia,1961,5.169,16,7.04,13.25,14.6,21.04,9.02
Romania,1961,4.569,17,11.82,14.73,5,13.05,16.31
Argentina,1961,3.898,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1961,2.507,19,5.38,15.59,7.84,24.21,10.37
Mexico,1961,2.199,20,1.72,12.15,9.9,10.12,20.24
Egypt,1961,1.948,21,9.79,15.35,6.66,9.77,19.53
Chile,1961,1.896,22,14.85,13.52,10.96,11.53,14.41
Turkey,1961,1.813,23,15,12.87,7.19,12.29,15.37
South Africa,1961,1.77,24,5.5,20.47,11.86,8.13,16.26
Philippines,1961,1.761,25,12.48,15.24,6.52,3.96,7.91
Kazakhstan,1961,1.725,26,4.86,14.76,9.25,13.63,17.04
New Zealand,1961,1.702,27,4.59,8.19,14.71,22.2,9.52
Israel,1961,1.215,28,14.06,13.67,9.41,9.71,12.14
Portugal,1961,1.018,29,4.36,7.21,14.06,25.13,10.77
Greece,1961,0.966,30,10.81,8.38,9.61,22.9,9.81
Vietnam,1961,0.961,31,7.55,18,9.48,8.99,17.99
Colombia,1961,0.947,32,10.86,18.09,14.88,8.09,10.11
Iran,1961,0.927,33,14.48,18.35,10.95,10.13,12.66
Pakistan,1961,0.92,34,25.1,7.8,6.26,8.38,16.75
Bangladesh,1961,0.662,35,10.33,5.26,5.21,9.16,18.32
Saudi Arabia,1961,0.611,36,35.44,14.71,9.16,7.69,9.61
Indonesia,1961,0.608,37,7.19,5.86,3.59,11.97,23.94
South Korea,1961,0.583,38,20.31,5,8.28,12.77,15.96
Nigeria,1961,0.536,39,2.23,8.55,2.37,12.28,24.56
Thailand,1961,0.525,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1961,0.469,41,7.8,19.11,4.58,8.13,16.26
Peru,1961,0.468,42,8.33,15.25,10.77,11.8,14.75
Ireland,1961,0.443,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1961,0.132,44,19.16,13.57,7.57,11.94,14.93
Singapore,1961,0.117,45,29.92,20.31,7.39,6.87,8.59
USA,1953,114.051,1,9.56,13.55,16.16,18.98,8.13
Russia,1953,38.329,2,6.91,8.95,9.72,11.56,14.44
Canada,1953,29.54,3,15,5,14.82,21.06,9.03
Germany,1953,19.385,4,4.24,9.53,15.94,24.05,10.31
UK,1953,17.529,5,11.31,12.67,15.97,17.95,7.69
France,1953,16.008,6,5.77,11.51,5,25.45,10.91
China,1953,14.035,7,13.21,9.56,6.09,9.92,19.84
Italy,1953,9.19,8,4.03,8.73,5,26.5,11.36
Japan,1953,8.799,9,3.02,16.13,15.07,21.28,9.12
Poland,1953,4.492,10,4.1,16.8,8.38,14.1,17.63
India,1953,4.485,11,14.78,13.32,3.05,8.63,17.26
Spain,1953,3.973,12,15,8.84,12.41,20.56,8.81
Brazil,1953,3.945,13,15,5,5,10.5,21
Sweden,1953,3.69,14,4,9.8,11.8,24.74,10.6
Australia,1953,3.473,15,7.04,13.25,14.6,21.04,9.02
Netherlands,1953,3.346,16,4.93,12.07,12.28,23.65,10.14
Romania,1953,3.092,17,11.82,14.73,5,13.05,16.31
Argentina,1953,2.183,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1953,1.584,19,5.38,15.59,7.84,24.21,10.37
Mexico,1953,1.439,20,1.72,12.15,9.9,10.12,20.24
Egypt,1953,1.296,21,9.79,15.35,6.66,9.77,19.53
Turkey,1953,1.221,22,15,12.87,7.19,12.29,15.37
South Africa,1953,1.193,23,5.5,20.47,11.86,8.13,16.26
New Zealand,1953,1.17,24,4.59,8.19,14.71,22.2,9.52
Kazakhstan,1953,1.168,25,4.86,14.76,9.25,13.63,17.04
Philippines,1953,1.151,26,12.48,15.24,6.52,3.96,7.91
Chile,1953,1.147,27,14.85,13.52,10.96,11.53,14.41
Israel,1953,0.715,28,14.06,13.67,9.41,9.71,12.14
South Korea,1953,0.678,29,20.31,5,8.28,12.77,15.96
Portugal,1953,0.676,30,4.36,7.21,14.06,25.13,10.77
Vietnam,1953,0.651,31,7.55,18,9.48,8.99,17.99
Iran,1953,0.625,32,14.48,18.35,10.95,10.13,12.66
Greece,1953,0.6,33,10.81,8.38,9.61,22.9,9.81
Colombia,1953,0.598,34,10.86,18.09,14.88,8.09,10.11
Pakistan,1953,0.595,35,25.1,7.8,6.26,8.38,16.75
Bangladesh,1953,0.417,36,10.33,5.26,5.21,9.16,18.32
Indonesia,1953,0.412,37,7.19,5.86,3.59,11.97,23.94
Saudi Arabia,1953,0.395,38,35.44,14.71,9.16,7.69,9.61
Nigeria,1953,0.358,39,2.23,8.55,2.37,12.28,24.56
Thailand,1953,0.339,40,13.67,18.9,9.25,7.16,14.32
Malaysia,1953,0.336,41,7.8,19.11,4.58,8.13,16.26
Peru,1953,0.295,42,8.33,15.25,10.77,11.8,14.75
Ireland,1953,0.292,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1953,0.089,44,19.16,13.57,7.57,11.94,14.93
Singapore,1953,0.077,45,29.92,20.31,7.39,6.87,8.59
USA,2018,7618.465,1,9.35,13.15,22.59,15.84,6.79
China,2018,4668.763,2,5.05,11.91,8.76,10.39,20.79
Japan,2018,1962.95,3,2.62,9.97,24.49,20.27,8.69
Germany,2018,1780.172,4,2.57,10.93,19.49,22.81,9.78
France,2018,1573.685,5,3.27,9.62,5,26.99,11.57
UK,2018,1229.808,6,5,13.29,20.02,19.2,8.23
Italy,2018,1034.099,7,2.8,8.78,5,26.2,11.23
India,2018,826.137,8,9.1,16.64,3.68,7.68,15.36
Brazil,2018,717.68,9,15,5,5,10.5,21
Canada,2018,704.233,10,15,5,18.7,19.7,8.44
Russia,2018,675.817,11,11.4,14.34,9.76,12.36,15.45
Spain,2018,644.239,12,15,10,15.12,19.21,8.23
Australia,2018,544.611,13,5.14,12.17,18.53,20.71,8.87
South Korea,2018,437.82,14,12.25,5,13.71,12.99,16.24
Turkey,2018,397.843,15,15,12.53,9.3,11.04,13.81
Mexico,2018,384.275,16,1.86,16.58,10.41,8.67,17.33
Netherlands,2018,358.937,17,2.82,12.41,15.26,23.56,10.1
Saudi Arabia,2018,309.128,18,25.94,15.84,11.05,9.1,11.37
Sweden,2018,249.15,19,2.11,15.52,18.49,21.92,9.39
Switzerland,2018,233.859,20,2.06,15.53,11.38,24.51,10.51
Poland,2018,226.231,21,4.93,11.11,10.83,13.82,17.27
Argentina,2018,223.111,22,1.88,12.52,15.69,11.41,14.26
Indonesia,2018,220.9,23,4.33,10.15,8.4,9.94,19.87
South Africa,2018,170.976,24,2.97,18.9,15.29,7.84,15.68
Thailand,2018,133.472,25,6.25,17.17,13.12,8.73,17.46
Greece,2018,123.895,26,5.56,7.36,8.59,24.91,10.67
Israel,2018,116.379,27,13.53,15.54,11.76,10.52,13.15
Portugal,2018,114.255,28,3.1,10.81,13.31,22.5,9.64
Colombia,2018,108.186,29,8.75,13.15,15.55,10.53,13.16
Romania,2018,84.926,30,5.65,10.46,5,15.13,18.91
United Arab Emirates,2018,82.649,31,17.04,13.57,7.92,12.29,15.37
Iran,2018,81.544,32,14.62,21.15,20.79,8.54,10.68
Chile,2018,80.515,33,7.33,21.37,18.3,9.79,12.24
Malaysia,2018,75.375,34,4.21,19.64,8.45,8.17,16.33
New Zealand,2018,72.225,35,3.06,14.56,17.49,21.36,9.16
Philippines,2018,72.224,36,5.66,18.69,7.35,8.23,16.45
Vietnam,2018,68.223,37,8.82,16.09,10.22,8.98,17.96
Egypt,2018,67.786,38,4.15,10.94,4.72,8.39,16.79
Ireland,2018,65.561,39,1.13,13.34,20.05,20.52,8.79
Singapore,2018,56.54,40,20.03,20.72,14.57,8.93,11.17
Peru,2018,56.509,41,5.49,17.15,14.89,11.24,14.05
Pakistan,2018,51.447,42,18.77,12.19,4.9,8.87,17.74
Nigeria,2018,50.609,43,3.95,5.94,3.88,12.18,24.37
Bangladesh,2018,42.116,44,8.91,14.25,3.75,7.79,15.59
Kazakhstan,2018,37.097,45,4.43,13.88,9.1,13.23,16.54
USA,1996,2686.851,1,9.56,13.55,16.16,15.79,6.77
Japan,1996,1783.323,2,2.65,9.97,15.07,23.56,10.1
Germany,1996,1299.941,3,2.94,8.23,15.94,23.01,9.86
France,1996,917.377,4,4.35,10.6,5,26.27,11.26
Italy,1996,720.915,5,3.08,9.13,5,20.98,8.99
UK,1996,581.031,6,7.61,11.63,15.97,19.7,8.44
Spain,1996,289.013,7,15,10.74,12.41,19.9,8.53
China,1996,286.613,8,14.95,19.51,6.09,8.17,16.34
Brazil,1996,277.18,9,15,5,5,10.5,21
Canada,1996,240.742,10,15,5,14.82,21.06,9.03
Netherlands,1996,192.855,11,3.74,8.7,12.28,22.92,9.82
Sweden,1996,165.597,12,2.46,11.3,11.8,21.96,9.41
South Korea,1996,151.487,13,18.51,5,8.28,13.04,16.3
Australia,1996,143.36,14,5.76,12.17,14.6,21.86,9.37
Russia,1996,138.198,15,6.91,8.95,9.72,11.56,14.44
Switzerland,1996,120.019,16,3.78,15.28,7.84,24.21,10.37
India,1996,107.955,17,10.33,13.32,3.05,6.77,13.55
Poland,1996,88.05,18,3.86,16.8,8.38,13.76,17.2
Argentina,1996,77.394,19,4.89,15.4,17.82,10.13,12.67
Greece,1996,76.528,20,7.02,6.41,9.61,19.94,8.55
Mexico,1996,73.922,21,2.09,16.32,9.9,7.78,15.56
Turkey,1996,69.552,22,15,12.87,7.19,10.32,12.9
South Africa,1996,54.733,23,5.5,20.47,11.86,6.69,13.37
Portugal,1996,54.547,24,3.72,12.6,14.06,19.8,8.48
Saudi Arabia,1996,50.448,25,25.25,15.25,9.16,9.62,12.02
Israel,1996,39.57,26,14.06,13.67,9.41,10.01,12.51
Indonesia,1996,32.496,27,9.09,7.5,3.59,10.23,20.45
Thailand,1996,28.351,28,12.32,20.04,9.25,8.47,16.93
New Zealand,1996,25.4,29,4.49,16.1,14.71,20.45,8.76
Malaysia,1996,24.87,30,9.84,22.77,4.58,7.27,14.54
Nigeria,1996,22.288,31,3.67,8.55,2.37,12.06,24.13
United Arab Emirates,1996,21.999,32,19.16,13.57,7.57,11.94,14.93
Philippines,1996,21.778,33,10.12,17.57,6.52,5.66,11.32
Colombia,1996,20.271,34,14.84,12.48,14.88,8.42,10.52
Ireland,1996,19.255,35,2.57,12.94,14.96,20.02,8.58
Iran,1996,18.948,36,10.65,13.57,10.95,12.96,16.2
Singapore,1996,15.894,37,23.17,20.31,7.39,8.81,11.01
Egypt,1996,15.563,38,9.79,15.35,6.66,6.34,12.68
Chile,1996,14.881,39,11.74,15.76,10.96,11.66,14.57
Pakistan,1996,14.143,40,24.58,10.07,6.26,8.11,16.23
Peru,1996,12.024,41,8.33,15.25,10.77,10.15,12.69
Romania,1996,10.654,42,7.33,14.73,5,13.26,16.58
Bangladesh,1996,6.377,43,11.99,15.2,5.21,7.42,14.85
Kazakhstan,1996,5.546,44,4.86,14.76,9.25,13.63,17.04
Vietnam,1996,5.425,45,7.55,18,9.48,8.99,17.99
USA,1966,240.736,1,9.56,13.55,16.16,18.98,8.13
Russia,1966,72.275,2,6.91,8.95,9.72,11.56,14.44
Canada,1966,55.702,3,15,5,14.82,21.06,9.03
Germany,1966,46.194,4,4.24,9.53,15.94,24.05,10.31
France,1966,39.738,5,5.77,11.51,5,25.45,10.91
UK,1966,36.567,6,11.31,12.67,15.97,17.95,7.69
Japan,1966,29.515,7,3.02,16.13,15.07,21.28,9.12
China,1966,25.362,8,13.21,9.56,6.09,9.92,19.84
Italy,1966,23.583,9,4.03,8.73,5,26.5,11.36
Spain,1966,13.302,10,15,8.84,12.41,20.56,8.81
Brazil,1966,9.218,11,15,5,5,10.5,21
Sweden,1966,8.852,12,4,9.8,11.8,24.74,10.6
Netherlands,1966,8.77,13,4.93,12.07,12.28,23.65,10.14
Poland,1966,8.47,14,4.1,16.8,8.38,14.1,17.63
India,1966,7.768,15,14.78,13.32,3.05,8.63,17.26
Australia,1966,7.172,16,7.04,13.25,14.6,21.04,9.02
Romania,1966,5.831,17,11.82,14.73,5,13.05,16.31
Argentina,1966,5.543,18,5.78,15.4,17.82,10.47,13.09
Switzerland,1966,3.857,19,5.38,15.59,7.84,24.21,10.37
Mexico,1966,3.777,20,1.72,12.15,9.9,10.12,20.24
Turkey,1966,3.201,21,15,12.87,7.19,12.29,15.37
Chile,1966,2.781,22,14.85,13.52,10.96,11.53,14.41
South Africa,1966,2.727,23,5.5,20.47,11.86,8.13,16.26
Egypt,1966,2.288,24,9.79,15.35,6.66,9.77,19.53
Kazakhstan,1966,2.202,25,4.86,14.76,9.25,13.63,17.04
New Zealand,1966,1.76,26,4.59,8.19,14.71,22.2,9.52
Greece,1966,1.672,27,10.81,8.38,9.61,22.9,9.81
Philippines,1966,1.549,28,12.48,15.24,6.52,3.96,7.91
Israel,1966,1.541,29,14.06,13.67,9.41,9.71,12.14
Portugal,1966,1.53,30,4.36,7.21,14.06,25.13,10.77
Pakistan,1966,1.465,31,25.1,7.8,6.26,8.38,16.75
Iran,1966,1.421,32,14.48,18.35,10.95,10.13,12.66
Vietnam,1966,1.227,33,7.55,18,9.48,8.99,17.99
Colombia,1966,1.133,34,10.86,18.09,14.88,8.09,10.11
Peru,1966,0.987,35,8.33,15.25,10.77,11.8,14.75
South Korea,1966,0.95,36,20.31,5,8.28,12.77,15.96
Saudi Arabia,1966,0.929,37,35.44,14.71,9.16,7.69,9.61
Thailand,1966,0.913,38,13.67,18.9,9.25,7.16,14.32
Bangladesh,1966,0.884,39,10.33,5.26,5.21,9.16,18.32
Indonesia,1966,0.776,40,7.19,5.86,3.59,11.97,23.94
Malaysia,1966,0.775,41,7.8,19.11,4.58,8.13,16.26
Nigeria,1966,0.764,42,2.23,8.55,2.37,12.28,24.56
Ireland,1966,0.659,43,2.49,14.78,14.96,19.95,8.55
United Arab Emirates,1966,0.169,44,19.16,13.57,7.57,11.94,14.93
Singapore,1966,0.168,45,29.92,20.31,7.39,6.87,8.59
USA,2013,6425.823,1,11.24,13.55,20.36,16.52,7.08
China,2013,3215.231,2,5.97,11.91,9.42,10.16,20.31
Japan,2013,2291.057,3,2.43,9.97,22.22,21.14,9.06
Germany,2013,1709.756,4,2.57,10.72,18.26,22.69,9.72
France,2013,1659.897,5,3.15,9.48,5,27.08,11.61
UK,2013,1277.772,6,5.48,12.69,18.98,19.43,8.33
Italy,2013,1091.669,7,2.73,8.1,5,25.69,11.01
Brazil,2013,808.582,8,15,5,5,10.5,21
Russia,2013,794.708,9,11.12,10.86,9.15,13.35,16.69
Spain,2013,612.984,10,15,9.38,13.88,19.86,8.51
India,2013,602.843,11,9.3,14.05,3.24,8.09,16.18
Australia,2013,593.553,12,4.51,12.17,15.4,22.02,9.44
Canada,2013,551.785,13,15,5,18.53,19.76,8.47
Turkey,2013,424.684,14,15,12.89,10.16,10.9,13.62
Mexico,2013,422.816,15,1.83,16.91,11.24,8.93,17.87
Netherlands,2013,381.301,16,2.43,11.54,15.24,23.53,10.09
South Korea,2013,344.321,17,12.57,5,11.53,13.05,16.32
Sweden,2013,278.684,18,2.2,14.89,17.61,22.15,9.49
Argentina,2013,254.332,19,2.23,14.46,16.74,11.76,14.7
Saudi Arabia,2013,253.963,20,25.27,15.84,8.75,9.9,12.38
Switzerland,2013,228.588,21,2.19,15.09,10.56,24.57,10.53
Poland,2013,214.17,22,4.14,11.57,10.49,13.44,16.8
Indonesia,2013,193.402,23,4.82,17.85,4.34,9.32,18.63
Greece,2013,175.552,24,4.51,7.1,8.19,25.65,10.99
South Africa,2013,155.517,25,3.56,18.7,14.34,8.2,16.4
Colombia,2013,137.364,26,10.91,13.15,16.34,10.45,13.06
Portugal,2013,124.133,27,2.89,10.54,11.71,22.51,9.65
Thailand,2013,115.352,28,6.13,19.13,12.16,8.55,17.11
Iran,2013,99.063,29,15.61,21.67,16.34,9.13,11.41
Israel,2013,93.202,30,13.73,14.56,10.91,10.28,12.85
Malaysia,2013,87.877,31,5.4,19.45,6.82,8.76,17.53
Egypt,2013,79.313,32,4.65,10.94,4.16,8.65,17.3
United Arab Emirates,2013,77.288,33,19.91,13.57,8.53,11.6,14.5
New Zealand,2013,72.509,34,2.7,15.56,18.38,20.46,8.77
Chile,2013,67.408,35,8.63,19.68,15.41,10.67,13.34
Ireland,2013,65.679,36,1.24,13.15,17.92,19.76,8.47
Romania,2013,65.199,37,3.78,8.96,5,15.3,19.13
Nigeria,2013,62.414,38,3.32,8.68,3.46,11.93,23.86
Philippines,2013,54.936,39,6.87,15.52,6.47,7.61,15.22
Peru,2013,48.681,40,7.59,15.22,12.32,11.82,14.78
Kazakhstan,2013,48.629,41,5.44,17.32,9.32,12.99,16.24
Vietnam,2013,47.016,42,7.13,18.52,8.16,9.18,18.36
Singapore,2013,38.868,43,27.6,28.84,13.96,5.92,7.4
Pakistan,2013,37.366,44,15.93,11.51,3.25,9.65,19.29
Bangladesh,2013,24.938,45,9.21,14.03,3.62,7.79,15.58
USA,1973,424.374,1,9.56,13.55,16.16,19.11,8.19
Germany,1973,131.552,2,4.24,9.53,15.94,24.04,10.3
Japan,1973,116.609,3,3.02,16.13,15.07,21.28,9.12
Russia,1973,101.698,4,6.91,8.95,9.72,11.56,14.44
France,1973,93.204,5,5.77,11.51,5,25.45,10.91
Canada,1973,78.379,6,15,5,14.82,21.06,9.03
UK,1973,63.367,7,11.31,12.67,15.97,17.72,7.6
Italy,1973,54.139,8,4.03,8.73,5,26.5,11.36
China,1973,45.792,9,13.21,9.56,6.09,9.92,19.84
Spain,1973,35.363,10,15,8.84,12.41,20.56,8.81
Brazil,1973,27.245,11,15,5,5,10.5,21
Netherlands,1973,25.502,12,4.93,12.07,12.28,23.65,10.14
Sweden,1973,19.287,13,4,9.8,11.8,24.69,10.58
Australia,1973,17.138,14,7.04,13.25,14.6,21.04,9.02
India,1973,14.573,15,14.78,13.32,3.05,8.63,17.26
Poland,1973,11.918,16,4.1,16.8,8.38,14.1,17.63
Switzerland,1973,11.833,17,5.38,15.59,7.84,24.27,10.4
Argentina,1973,10.174,18,5.78,15.4,17.82,10.47,13.09
Mexico,1973,8.867,19,1.72,12.15,9.9,9.98,19.95
Romania,1973,8.205,20,11.82,14.73,5,13.05,16.31
South Africa,1973,6.227,21,5.5,20.47,11.86,8.03,16.06
Turkey,1973,5.992,22,15,12.87,7.19,12.26,15.33
Israel,1973,5.396,23,14.06,13.67,9.41,10.97,13.71
Chile,1973,5.374,24,14.85,13.52,10.96,11.53,14.41
Iran,1973,5.043,25,14.48,18.35,10.95,10.12,12.66
Saudi Arabia,1973,4.753,26,35.44,14.71,9.16,7.69,9.61
Egypt,1973,4.378,27,9.79,15.35,6.66,9.77,19.53
Portugal,1973,4.3,28,4.36,7.21,14.06,25.13,10.77
Greece,1973,4.273,29,10.81,8.38,9.61,23.09,9.9
New Zealand,1973,3.83,30,4.59,8.19,14.71,22.46,9.63
South Korea,1973,3.376,31,20.31,5,8.28,12.61,15.76
Kazakhstan,1973,3.098,32,4.86,14.76,9.25,13.63,17.04
Indonesia,1973,2.539,33,7.19,5.86,3.59,11.93,23.87
Philippines,1973,2.459,34,12.48,15.24,6.52,3.96,7.91
Colombia,1973,2.152,35,10.86,18.09,14.88,8.09,10.11
Malaysia,1973,1.89,36,7.8,19.11,4.58,8.13,16.26
Peru,1973,1.847,37,8.33,15.25,10.77,10.63,13.29
Nigeria,1973,1.82,38,2.23,8.55,2.37,12.28,24.56
Thailand,1973,1.789,39,13.67,18.9,9.25,7.13,14.27
Vietnam,1973,1.727,40,7.55,18,9.48,8.99,17.99
Ireland,1973,1.54,41,2.49,14.78,14.96,19.88,8.52
Pakistan,1973,1.426,42,25.1,7.8,6.26,8.38,16.75
United Arab Emirates,1973,1.265,43,19.16,13.57,7.57,11.94,14.93
Bangladesh,1973,1.111,44,10.33,5.26,5.21,9.16,18.32
Singapore,1973,0.522,45,29.92,20.31,7.39,6.39,7.99
USA,1987,1726.458,1,9.56,13.55,16.16,15.99,6.85
Japan,1987,921.401,2,3.02,18.05,15.07,20.6,8.83
Germany,1987,536.371,3,4.24,9.53,15.94,22.76,9.76
France,1987,455.677,4,5.77,9.17,5,26.27,11.26
Italy,1987,438.769,5,4.03,8.73,5,23.6,10.11
UK,1987,281.804,6,11.31,10.48,15.97,17.78,7.62
Russia,1987,201.355,7,6.91,8.95,9.72,11.56,14.44
Canada,1987,155.184,8,15,5,14.82,21.06,9.03
Spain,1987,143.334,9,15,8.84,12.41,20.56,8.81
Netherlands,1987,124.536,10,4.93,11.3,12.28,22.01,9.43
Sweden,1987,92.539,11,4,8.29,11.8,21.18,9.08
Brazil,1987,92.257,12,15,5,5,10.5,21
China,1987,90.24,13,13.21,9.46,6.09,9.94,19.87
India,1987,85.852,14,14.78,13.32,3.05,7.51,15.03
Australia,1987,70.801,15,7.04,13.25,14.6,21.04,9.02
Mexico,1987,62.076,16,1.72,12.15,9.9,1.84,3.67
Switzerland,1987,53.913,17,5.38,15.45,7.84,23.73,10.17
South Korea,1987,36.538,18,20.31,5,8.28,11.81,14.76
South Africa,1987,30.464,19,5.5,20.47,11.86,7.32,14.63
Greece,1987,27.269,20,10.81,6.2,9.61,20.54,8.8
Saudi Arabia,1987,27.248,21,35.44,14.71,9.16,7.69,9.61
Poland,1987,23.597,22,4.1,16.8,8.38,14.04,17.55
Iran,1987,22.718,23,14.48,18.35,10.95,11.22,14.02
Argentina,1987,21.068,24,5.78,15.4,17.82,10.47,13.09
Turkey,1987,19.174,25,15,12.87,7.19,9.45,11.81
New Zealand,1987,19.039,26,4.59,8.88,14.71,18.68,8
Israel,1987,17.457,27,14.06,13.67,9.41,7.24,9.06
Portugal,1987,17.443,28,4.36,7.21,14.06,19.07,8.17
Romania,1987,16.59,29,11.82,14.73,5,13.28,16.59
Indonesia,1987,12.451,30,7.19,5.86,3.59,9.03,18.06
Ireland,1987,10.898,31,2.49,10.6,14.96,18.7,8.01
United Arab Emirates,1987,10.88,32,19.16,13.57,7.57,11.94,14.93
Thailand,1987,10.428,33,13.67,18.9,9.25,5.87,11.74
Egypt,1987,10.415,34,9.79,15.35,6.66,8.41,16.81
Philippines,1987,8.143,35,12.48,15.24,6.52,3.96,7.91
Vietnam,1987,8.065,36,7.55,18,9.48,8.99,17.99
Malaysia,1987,7.936,37,7.8,19.11,4.58,8.13,16.26
Colombia,1987,7.589,38,10.86,17.23,14.88,8.26,10.33
Peru,1987,7.464,39,8.33,15.25,10.77,9.91,12.38
Pakistan,1987,7.449,40,25.1,7.8,6.26,8.38,16.75
Nigeria,1987,6.321,41,2.23,8.55,2.37,12.28,24.56
Kazakhstan,1987,6.134,42,4.86,14.76,9.25,13.63,17.04
Singapore,1987,5.768,43,29.92,20.31,7.39,2.3,2.88
Chile,1987,5.646,44,14.85,13.52,10.96,10.32,12.9
Bangladesh,1987,3.337,45,10.33,10.47,5.21,8.38,16.76
USA,1972,378.74,1,9.56,13.55,16.16,18.98,8.13
Germany,1972,96.994,2,4.24,9.53,15.94,24.05,10.31
Russia,1972,96.855,3,6.91,8.95,9.72,11.56,14.44
Japan,1972,84.836,4,3.02,16.13,15.07,21.28,9.12
Canada,1972,74.646,5,15,5,14.82,21.06,9.03
France,1972,73.342,6,5.77,11.51,5,25.45,10.91
UK,1972,57.245,7,11.31,12.67,15.97,17.95,7.69
Italy,1972,44.812,8,4.03,8.73,5,26.5,11.36
China,1972,37.578,9,13.21,9.56,6.09,9.92,19.84
Spain,1972,26.591,10,15,8.84,12.41,20.56,8.81
Netherlands,1972,19.42,11,4.93,12.07,12.28,23.65,10.14
Brazil,1972,19.046,12,15,5,5,10.5,21
Sweden,1972,15.935,13,4,9.8,11.8,24.74,10.6
Australia,1972,13.667,14,7.04,13.25,14.6,21.04,9.02
India,1972,12.178,15,14.78,13.32,3.05,8.63,17.26
Poland,1972,11.351,16,4.1,16.8,8.38,14.1,17.63
Switzerland,1972,7.886,17,5.38,15.59,7.84,24.21,10.37
Romania,1972,7.814,18,11.82,14.73,5,13.05,16.31
Mexico,1972,7.02,19,1.72,12.15,9.9,10.12,20.24
Argentina,1972,6.725,20,5.78,15.4,17.82,10.47,13.09
South Africa,1972,4.704,21,5.5,20.47,11.86,8.13,16.26
Turkey,1972,4.687,22,15,12.87,7.19,12.29,15.37
Chile,1972,4.62,23,14.85,13.52,10.96,11.53,14.41
Egypt,1972,4.031,24,9.79,15.35,6.66,9.77,19.53
Iran,1972,3.591,25,14.48,18.35,10.95,10.13,12.66
Greece,1972,3.287,26,10.81,8.38,9.61,22.9,9.81
Portugal,1972,3.203,27,4.36,7.21,14.06,25.13,10.77
Saudi Arabia,1972,3.073,28,35.44,14.71,9.16,7.69,9.61
Israel,1972,3.022,29,14.06,13.67,9.41,9.71,12.14
Kazakhstan,1972,2.95,30,4.86,14.76,9.25,13.63,17.04
New Zealand,1972,2.846,31,4.59,8.19,14.71,22.2,9.52
South Korea,1972,2.638,32,20.31,5,8.28,12.77,15.96
Pakistan,1972,2.103,33,25.1,7.8,6.26,8.38,16.75
Philippines,1972,1.954,34,12.48,15.24,6.52,3.96,7.91
Colombia,1972,1.809,35,10.86,18.09,14.88,8.09,10.11
Vietnam,1972,1.644,36,7.55,18,9.48,8.99,17.99
Indonesia,1972,1.582,37,7.19,5.86,3.59,11.97,23.94
Peru,1972,1.484,38,8.33,15.25,10.77,11.8,14.75
Nigeria,1972,1.473,39,2.23,8.55,2.37,12.28,24.56
Thailand,1972,1.414,40,13.67,18.9,9.25,7.16,14.32
Ireland,1972,1.301,41,2.49,14.78,14.96,19.95,8.55
Malaysia,1972,1.244,42,7.8,19.11,4.58,8.13,16.26
Bangladesh,1972,0.864,43,10.33,5.26,5.21,9.16,18.32
United Arab Emirates,1972,0.423,44,19.16,13.57,7.57,11.94,14.93
Singapore,1972,0.417,45,29.92,20.31,7.39,6.87,8.59
USA,2022,10668.646,1,9.11,11.29,23.77,15.75,6.75
China,2022,6044.532,2,4.88,11.91,10.39,10.17,20.35
Japan,2022,2161.752,3,2.41,9.97,25.37,20.04,8.59
Germany,2022,2100.861,4,2.76,10.68,20.44,22.67,9.71
France,2022,1640.251,5,3.35,9.12,5,27.14,11.63
UK,2022,1475.866,6,4.67,11.82,20.65,18.35,7.86
