COUNTRY,YEAR,CATEGORY,AMOUNT_BILLIONS,PERCENTAGE
Mexico,1985,Administration,5.22,8.46
Mexico,1986,Administration,2.538,4.92
Mexico,1987,Administration,1.9,3.06
Mexico,1988,Administration,2.336,3.51
Mexico,1989,Administration,3.586,5.44
Mexico,1990,Administration,4.831,7.1
Mexico,1991,Administration,7.097,10.69
Mexico,1992,Administration,8.867,11.87
Mexico,1993,Administration,10.14,12.1
Mexico,1994,Administration,11.386,12.84
Mexico,1995,Administration,7.357,11.14
Mexico,1996,Administration,9.588,12.97
Mexico,1997,Administration,13.45,14.29
Mexico,1998,Administration,12.719,14.06
Mexico,1999,Administration,15.044,13.61
Mexico,2000,Administration,19,13.75
Mexico,2001,Administration,35.053,13.9
Mexico,2002,Administration,35.105,13.67
Mexico,2003,Administration,32.497,13.4
Mexico,2004,Administration,34.214,13.18
Mexico,2005,Administration,39.153,13.47
Mexico,2006,Administration,44.925,13.9
Mexico,2007,Administration,49.098,14.06
Mexico,2008,Administration,55.488,15.08
Mexico,2009,Administration,43.186,14.45
Mexico,2010,Administration,50.817,14.58
Mexico,2011,Administration,58.529,14.82
Mexico,2012,Administration,59.939,14.82
Mexico,2013,Administration,62.957,14.89
Mexico,2014,Administration,64.438,14.61
Mexico,2015,Administration,56.947,14.61
Mexico,2016,Administration,51.165,14.7
Mexico,2017,Administration,51.565,14.16
Mexico,2018,Administration,55.489,14.44
Mexico,2019,Administration,57.946,14.57
Mexico,2020,Administration,52.837,14.11
Mexico,2021,Administration,60.043,14.18
Mexico,2022,Administration,73.19,14.53
Mexico,2023,Administration,90.455,14.58
Mexico,2024,Administration,91.261,14.42
Mexico,2025,Administration,91.369,14.42
Mexico,2026,Administration,94.567,14.42
Netherlands,1946,Administration,0.322,13.52
Netherlands,1947,Administration,0.338,13.52
Netherlands,1948,Administration,0.354,13.52
Netherlands,1949,Administration,0.372,13.52
Netherlands,1950,Administration,0.391,13.52
Netherlands,1951,Administration,0.41,13.52
Netherlands,1952,Administration,0.431,13.52
Netherlands,1953,Administration,0.452,13.52
Netherlands,1954,Administration,0.475,13.52
Netherlands,1955,Administration,0.499,13.52
Netherlands,1956,Administration,0.524,13.52
Netherlands,1957,Administration,0.55,13.52
Netherlands,1958,Administration,0.577,13.52
Netherlands,1959,Administration,0.606,13.52
Netherlands,1960,Administration,0.637,13.52
Netherlands,1961,Administration,0.7,13.52
Netherlands,1962,Administration,0.759,13.52
Netherlands,1963,Administration,0.824,13.52
Netherlands,1964,Administration,0.97,13.52
Netherlands,1965,Administration,1.089,13.52
Netherlands,1966,Administration,1.186,13.52
Netherlands,1967,Administration,1.301,13.52
Netherlands,1968,Administration,1.442,13.52
Netherlands,1969,Administration,1.633,13.52
Netherlands,1970,Administration,1.832,13.52
Netherlands,1971,Administration,2.139,13.52
Netherlands,1972,Administration,2.626,13.52
Netherlands,1973,Administration,3.448,13.52
Netherlands,1974,Administration,4.31,13.56
Netherlands,1975,Administration,5.651,13.61
Netherlands,1976,Administration,6.162,13.55
Netherlands,1977,Administration,7.397,13.53
Netherlands,1978,Administration,9.282,13.51
Netherlands,1979,Administration,11.007,13.48
Netherlands,1980,Administration,12.087,13.38
Netherlands,1981,Administration,10.326,13.23
Netherlands,1982,Administration,10.484,13.16
Netherlands,1983,Administration,10.286,13.13
Netherlands,1984,Administration,9.433,13.09
Netherlands,1985,Administration,9.082,12.79
Netherlands,1986,Administration,12.581,12.64
Netherlands,1987,Administration,15.667,12.58
Netherlands,1988,Administration,16.178,12.69
Netherlands,1989,Administration,15.365,12.66
Netherlands,1990,Administration,18.606,12.67
Netherlands,1991,Administration,19.285,12.67
Netherlands,1992,Administration,22.057,12.94
Netherlands,1993,Administration,21.647,12.96
Netherlands,1994,Administration,22.825,13.02
Netherlands,1995,Administration,29.413,13.14
Netherlands,1996,Administration,25.264,13.1
Netherlands,1997,Administration,22.51,12.91
Netherlands,1998,Administration,22.905,12.97
Netherlands,1999,Administration,22.804,13.07
Netherlands,2000,Administration,21.052,13.27
Netherlands,2001,Administration,22.387,13.38
Netherlands,2002,Administration,24.727,13.36
Netherlands,2003,Administration,30.981,13.34
Netherlands,2004,Administration,34.314,13.27
Netherlands,2005,Administration,34.509,13.15
Netherlands,2006,Administration,38.702,13.47
Netherlands,2007,Administration,44.163,13.49
Netherlands,2008,Administration,50.143,13.41
Netherlands,2009,Administration,51.096,13.56
Netherlands,2010,Administration,50.184,13.63
Netherlands,2011,Administration,52.52,13.51
Netherlands,2012,Administration,48.893,13.5
Netherlands,2013,Administration,51.285,13.45
Netherlands,2014,Administration,51.848,13.49
Netherlands,2015,Administration,43.481,13.58
Netherlands,2016,Administration,43.076,13.48
Netherlands,2017,Administration,44.886,13.6
Netherlands,2018,Administration,48.349,13.47
Netherlands,2019,Administration,47.718,13.48
Netherlands,2020,Administration,55.987,13.73
Netherlands,2021,Administration,60.198,13.44
Netherlands,2022,Administration,56.942,13.6
Netherlands,2023,Administration,62.314,13.51
Netherlands,2024,Administration,65.634,13.31
Netherlands,2025,Administration,72.059,13.31
Netherlands,2026,Administration,74.581,13.31
New Zealand,1946,Administration,0.106,12.69
New Zealand,1947,Administration,0.111,12.69
New Zealand,1948,Administration,0.116,12.69
New Zealand,1949,Administration,0.122,12.69
New Zealand,1950,Administration,0.128,12.69
New Zealand,1951,Administration,0.135,12.69
New Zealand,1952,Administration,0.141,12.69
New Zealand,1953,Administration,0.149,12.69
New Zealand,1954,Administration,0.156,12.69
New Zealand,1955,Administration,0.164,12.69
New Zealand,1956,Administration,0.172,12.69
New Zealand,1957,Administration,0.181,12.69
New Zealand,1958,Administration,0.19,12.69
New Zealand,1959,Administration,0.199,12.69
New Zealand,1960,Administration,0.209,12.69
New Zealand,1961,Administration,0.216,12.69
New Zealand,1962,Administration,0.231,12.69
New Zealand,1963,Administration,0.253,12.69
New Zealand,1964,Administration,0.277,12.69
New Zealand,1965,Administration,0.215,12.69
New Zealand,1966,Administration,0.223,12.69
New Zealand,1967,Administration,0.227,12.69
New Zealand,1968,Administration,0.197,12.69
New Zealand,1969,Administration,0.219,12.69
New Zealand,1970,Administration,0.245,12.69
New Zealand,1971,Administration,0.299,12.69
New Zealand,1972,Administration,0.361,12.69
New Zealand,1973,Administration,0.491,12.83
New Zealand,1974,Administration,0.572,12.92
New Zealand,1975,Administration,0.603,12.99
New Zealand,1976,Administration,0.563,12.66
New Zealand,1977,Administration,0.702,12.61
New Zealand,1978,Administration,0.912,12.55
New Zealand,1979,Administration,0.994,12.34
New Zealand,1980,Administration,1.154,12.38
New Zealand,1981,Administration,1.243,12.24
New Zealand,1982,Administration,1.252,12.11
New Zealand,1983,Administration,1.176,11.52
New Zealand,1984,Administration,1.039,11.24
New Zealand,1985,Administration,1.096,10.71
New Zealand,1986,Administration,1.418,10.77
New Zealand,1987,Administration,2.031,10.67
New Zealand,1988,Administration,2.223,10.94
New Zealand,1989,Administration,2.047,12.87
New Zealand,1990,Administration,1.987,12.06
New Zealand,1991,Administration,1.878,12.13
New Zealand,1992,Administration,1.839,12.19
New Zealand,1993,Administration,2.06,12.16
New Zealand,1994,Administration,2.428,12.12
New Zealand,1995,Administration,2.805,12.12
New Zealand,1996,Administration,2.969,11.69
New Zealand,1997,Administration,2.816,11.77
New Zealand,1998,Administration,2.384,11.71
New Zealand,1999,Administration,2.494,11.72
New Zealand,2000,Administration,2.289,12.01
New Zealand,2001,Administration,2.3,11.79
New Zealand,2002,Administration,2.777,11.82
New Zealand,2003,Administration,3.734,11.81
New Zealand,2004,Administration,4.272,11.77
New Zealand,2005,Administration,4.794,11.75
New Zealand,2006,Administration,4.717,11.74
New Zealand,2007,Administration,5.842,11.85
New Zealand,2008,Administration,6.164,12.36
New Zealand,2009,Administration,5.721,12.03
New Zealand,2010,Administration,7.064,12.27
New Zealand,2011,Administration,9.423,12.17
New Zealand,2012,Administration,8.296,11.71
New Zealand,2013,Administration,8.476,11.69
New Zealand,2014,Administration,8.793,11.76
New Zealand,2015,Administration,7.646,11.86
New Zealand,2016,Administration,7.941,11.92
New Zealand,2017,Administration,8.463,11.93
New Zealand,2018,Administration,8.819,12.21
New Zealand,2019,Administration,9.32,12.68
New Zealand,2020,Administration,11.366,12.79
New Zealand,2021,Administration,12.5,12.76
New Zealand,2022,Administration,12.31,12.1
New Zealand,2023,Administration,12.983,12.43
New Zealand,2024,Administration,13.263,12.45
New Zealand,2025,Administration,13.393,12.45
New Zealand,2026,Administration,13.862,12.45
Nigeria,1946,Administration,0.052,20.46
Nigeria,1947,Administration,0.055,20.46
Nigeria,1948,Administration,0.057,20.46
Nigeria,1949,Administration,0.06,20.46
Nigeria,1950,Administration,0.063,20.46
Nigeria,1951,Administration,0.066,20.46
Nigeria,1952,Administration,0.07,20.46
Nigeria,1953,Administration,0.073,20.46
Nigeria,1954,Administration,0.077,20.46
Nigeria,1955,Administration,0.081,20.46
Nigeria,1956,Administration,0.085,20.46
Nigeria,1957,Administration,0.089,20.46
Nigeria,1958,Administration,0.093,20.46
Nigeria,1959,Administration,0.098,20.46
Nigeria,1960,Administration,0.103,20.46
Nigeria,1961,Administration,0.11,20.46
Nigeria,1962,Administration,0.121,20.46
Nigeria,1963,Administration,0.127,20.46
Nigeria,1964,Administration,0.136,20.46
Nigeria,1965,Administration,0.144,20.46
Nigeria,1966,Administration,0.156,20.46
Nigeria,1967,Administration,0.128,20.46
Nigeria,1968,Administration,0.128,20.46
Nigeria,1969,Administration,0.163,20.46
Nigeria,1970,Administration,0.308,20.46
Nigeria,1971,Administration,0.225,20.46
Nigeria,1972,Administration,0.301,20.46
Nigeria,1973,Administration,0.372,20.46
Nigeria,1974,Administration,0.61,20.46
Nigeria,1975,Administration,0.682,20.46
Nigeria,1976,Administration,0.891,20.46
Nigeria,1977,Administration,0.885,20.46
Nigeria,1978,Administration,0.897,20.46
Nigeria,1979,Administration,1.16,20.46
Nigeria,1980,Administration,1.576,20.46
Nigeria,1981,Administration,4.038,20.46
Nigeria,1982,Administration,3.505,20.46
Nigeria,1983,Administration,2.384,20.46
Nigeria,1984,Administration,1.804,20.46
Nigeria,1985,Administration,1.811,20.46
Nigeria,1986,Administration,1.346,20.46
Nigeria,1987,Administration,1.293,20.46
Nigeria,1988,Administration,1.219,20.46
Nigeria,1989,Administration,1.08,20.46
Nigeria,1990,Administration,1.327,20.46
Nigeria,1991,Administration,1.464,20.49
Nigeria,1992,Administration,1.29,20.65
Nigeria,1993,Administration,1.4,20.57
Nigeria,1994,Administration,1.971,20.43
Nigeria,1995,Administration,3.391,20.05
Nigeria,1996,Administration,4.48,20.1
Nigeria,1997,Administration,4.873,20.22
Nigeria,1998,Administration,5.281,20.15
Nigeria,1999,Administration,1.419,20
Nigeria,2000,Administration,1.699,20.47
Nigeria,2001,Administration,1.791,20.29
Nigeria,2002,Administration,2.247,19.7
Nigeria,2003,Administration,2.514,20
Nigeria,2004,Administration,3.146,19.31
Nigeria,2005,Administration,4.1,19.45
Nigeria,2006,Administration,5.46,19.08
Nigeria,2007,Administration,6.688,20.03
Nigeria,2008,Administration,7.989,19.61
Nigeria,2009,Administration,7.034,19.87
Nigeria,2010,Administration,8.861,20.12
Nigeria,2011,Administration,9.987,20.08
Nigeria,2012,Administration,11.052,19.85
Nigeria,2013,Administration,12.414,19.89
Nigeria,2014,Administration,13.698,19.88
Nigeria,2015,Administration,11.336,19.16
Nigeria,2016,Administration,9.595,19.76
Nigeria,2017,Administration,9.113,20.21
Nigeria,2018,Administration,10.274,20.3
Nigeria,2019,Administration,16.382,20.43
Nigeria,2020,Administration,14.445,20.11
Nigeria,2021,Administration,14.159,19.37
Nigeria,2022,Administration,15.892,20.47
Nigeria,2023,Administration,11.82,20.21
Nigeria,2024,Administration,6.405,21.16
Nigeria,2025,Administration,7.384,21.16
Nigeria,2026,Administration,7.642,21.16
Pakistan,1946,Administration,0.059,13.96
Pakistan,1947,Administration,0.062,13.96
Pakistan,1948,Administration,0.065,13.96
Pakistan,1949,Administration,0.068,13.96
Pakistan,1950,Administration,0.072,13.96
Pakistan,1951,Administration,0.075,13.96
Pakistan,1952,Administration,0.079,13.96
Pakistan,1953,Administration,0.083,13.96
Pakistan,1954,Administration,0.087,13.96
Pakistan,1955,Administration,0.092,13.96
Pakistan,1956,Administration,0.096,13.96
Pakistan,1957,Administration,0.101,13.96
Pakistan,1958,Administration,0.106,13.96
Pakistan,1959,Administration,0.111,13.96
Pakistan,1960,Administration,0.117,13.96
Pakistan,1961,Administration,0.128,13.96
Pakistan,1962,Administration,0.134,13.96
Pakistan,1963,Administration,0.144,13.96
Pakistan,1964,Administration,0.162,13.96
Pakistan,1965,Administration,0.185,13.96
Pakistan,1966,Administration,0.205,13.96
Pakistan,1967,Administration,0.233,13.96
Pakistan,1968,Administration,0.251,13.96
Pakistan,1969,Administration,0.271,13.96
Pakistan,1970,Administration,0.313,13.96
Pakistan,1971,Administration,0.333,13.96
Pakistan,1972,Administration,0.294,13.96
Pakistan,1973,Administration,0.199,13.96
Pakistan,1974,Administration,0.277,13.96
Pakistan,1975,Administration,0.35,13.96
Pakistan,1976,Administration,0.411,13.96
Pakistan,1977,Administration,0.472,13.96
Pakistan,1978,Administration,0.555,13.96
Pakistan,1979,Administration,0.614,13.96
Pakistan,1980,Administration,0.738,13.96
Pakistan,1981,Administration,0.876,13.96
Pakistan,1982,Administration,0.958,13.96
Pakistan,1983,Administration,0.895,13.96
Pakistan,1984,Administration,0.971,13.96
Pakistan,1985,Administration,0.971,13.96
Pakistan,1986,Administration,0.995,13.96
Pakistan,1987,Administration,1.04,13.96
Pakistan,1988,Administration,1.2,13.96
Pakistan,1989,Administration,1.253,13.96
Pakistan,1990,Administration,1.248,13.96
Pakistan,1991,Administration,1.423,13.96
Pakistan,1992,Administration,1.524,13.96
Pakistan,1993,Administration,1.615,13.96
Pakistan,1994,Administration,1.517,12.99
Pakistan,1995,Administration,1.735,12.81
Pakistan,1996,Administration,1.912,13.52
Pakistan,1997,Administration,1.811,12.99
Pakistan,1998,Administration,1.825,13.5
Pakistan,1999,Administration,1.807,13.36
Pakistan,2000,Administration,2.078,14.46
Pakistan,2001,Administration,1.875,13.36
Pakistan,2002,Administration,1.942,13.73
Pakistan,2003,Administration,2.206,13.59
Pakistan,2004,Administration,2.54,13.3
Pakistan,2005,Administration,2.769,13.2
Pakistan,2006,Administration,3.222,13.78
Pakistan,2007,Administration,3.905,14.68
Pakistan,2008,Administration,4.569,15.64
Pakistan,2009,Administration,4.262,15.75
Pakistan,2010,Administration,4.504,15.85
Pakistan,2011,Administration,5.376,16.14
Pakistan,2012,Administration,5.842,16.17
Pakistan,2013,Administration,6.008,16.08
Pakistan,2014,Administration,6.175,15.75
Pakistan,2015,Administration,6.496,14.99
Pakistan,2016,Administration,6.556,14.47
Pakistan,2017,Administration,7.115,14.52
Pakistan,2018,Administration,7.604,14.78
Pakistan,2019,Administration,6.959,15.01
Pakistan,2020,Administration,6.718,15.48
Pakistan,2021,Administration,7.905,15.7
Pakistan,2022,Administration,8.681,16.03
Pakistan,2023,Administration,7.972,16.39
Pakistan,2024,Administration,8.958,16.68
Pakistan,2025,Administration,9.815,16.68
Pakistan,2026,Administration,10.158,16.68
Peru,1946,Administration,0.025,11.8
Peru,1947,Administration,0.026,11.8
Peru,1948,Administration,0.027,11.8
Peru,1949,Administration,0.029,11.8
Peru,1950,Administration,0.03,11.8
Peru,1951,Administration,0.032,11.8
Peru,1952,Administration,0.033,11.8
Peru,1953,Administration,0.035,11.8
Peru,1954,Administration,0.037,11.8
Peru,1955,Administration,0.038,11.8
Peru,1956,Administration,0.04,11.8
Peru,1957,Administration,0.042,11.8
Peru,1958,Administration,0.044,11.8
Peru,1959,Administration,0.047,11.8
Peru,1960,Administration,0.049,11.8
Peru,1961,Administration,0.055,11.8
Peru,1962,Administration,0.063,11.8
Peru,1963,Administration,0.069,11.8
Peru,1964,Administration,0.083,11.8
Peru,1965,Administration,0.098,11.8
Peru,1966,Administration,0.116,11.8
Peru,1967,Administration,0.118,11.8
Peru,1968,Administration,0.109,11.8
Peru,1969,Administration,0.122,11.8
Peru,1970,Administration,0.142,11.8
Peru,1971,Administration,0.158,11.8
Peru,1972,Administration,0.175,11.8
Peru,1973,Administration,0.196,10.63
Peru,1974,Administration,0.233,11.23
Peru,1975,Administration,0.316,10.76
Peru,1976,Administration,0.334,11.41
Peru,1977,Administration,0.25,10.17
Peru,1978,Administration,0.21,8.42
Peru,1979,Administration,0.2,7.36
Peru,1980,Administration,0.381,8.78
Peru,1981,Administration,0.4,8.33
Peru,1982,Administration,0.396,8.67
Peru,1983,Administration,0.311,7.67
Peru,1984,Administration,0.285,7.29
Peru,1985,Administration,0.23,7.01
Peru,1986,Administration,0.436,9.23
Peru,1987,Administration,0.74,9.91
Peru,1988,Administration,0.208,7.99
Peru,1989,Administration,0.354,9.49
Peru,1990,Administration,0.343,5.23
Peru,1991,Administration,0.497,7.79
Peru,1992,Administration,0.626,7.95
Peru,1993,Administration,0.521,7.66
Peru,1994,Administration,0.746,8.44
Peru,1995,Administration,1.106,9.29
Peru,1996,Administration,1.22,10.15
Peru,1997,Administration,1.33,10.78
Peru,1998,Administration,1.272,10.61
Peru,1999,Administration,1.201,10.52
Peru,2000,Administration,1.275,10.48
Peru,2001,Administration,1.278,10.55
Peru,2002,Administration,1.296,10.52
Peru,2003,Administration,1.437,10.79
Peru,2004,Administration,1.597,10.78
Peru,2005,Administration,1.902,10.87
Peru,2006,Administration,2.149,11.12
Peru,2007,Administration,2.702,11.42
Peru,2008,Administration,3.253,11.86
Peru,2009,Administration,3.389,11.89
Peru,2010,Administration,4.111,12.25
Peru,2011,Administration,4.738,12.26
Peru,2012,Administration,5.3,12.03
Peru,2013,Administration,5.754,11.82
Peru,2014,Administration,6.15,11.7
Peru,2015,Administration,5.596,11.23
Peru,2016,Administration,5.231,11.13
Peru,2017,Administration,6.051,11.15
Peru,2018,Administration,6.352,11.24
Peru,2019,Administration,6.636,11.02
Peru,2020,Administration,7.858,11.36
Peru,2021,Administration,7.029,10.65
Peru,2022,Administration,8.023,11.18
Peru,2023,Administration,8.376,10.72
Peru,2024,Administration,9.304,10.94
Peru,2025,Administration,10.679,10.94
Peru,2026,Administration,11.053,10.94
Philippines,1946,Administration,0.054,6.59
Philippines,1947,Administration,0.057,6.59
Philippines,1948,Administration,0.059,6.59
Philippines,1949,Administration,0.062,6.59
Philippines,1950,Administration,0.066,6.59
Philippines,1951,Administration,0.069,6.59
Philippines,1952,Administration,0.072,6.59
Philippines,1953,Administration,0.076,6.59
Philippines,1954,Administration,0.08,6.59
Philippines,1955,Administration,0.084,6.59
Philippines,1956,Administration,0.088,6.59
Philippines,1957,Administration,0.092,6.59
Philippines,1958,Administration,0.097,6.59
Philippines,1959,Administration,0.102,6.59
Philippines,1960,Administration,0.107,6.59
Philippines,1961,Administration,0.116,6.59
Philippines,1962,Administration,0.07,6.59
Philippines,1963,Administration,0.078,6.59
Philippines,1964,Administration,0.085,6.59
Philippines,1965,Administration,0.093,6.59
Philippines,1966,Administration,0.102,6.59
Philippines,1967,Administration,0.11,6.59
Philippines,1968,Administration,0.123,6.59
Philippines,1969,Administration,0.136,6.59
Philippines,1970,Administration,0.107,6.59
Philippines,1971,Administration,0.119,6.59
Philippines,1972,Administration,0.129,6.59
Philippines,1973,Administration,0.162,6.59
Philippines,1974,Administration,0.222,6.59
Philippines,1975,Administration,0.24,6.59
Philippines,1976,Administration,0.275,6.59
Philippines,1977,Administration,0.316,6.59
Philippines,1978,Administration,0.366,6.59
Philippines,1979,Administration,0.443,6.59
Philippines,1980,Administration,0.523,6.59
Philippines,1981,Administration,0.575,6.59
Philippines,1982,Administration,0.599,6.59
Philippines,1983,Administration,0.536,6.59
Philippines,1984,Administration,0.507,6.59
Philippines,1985,Administration,0.496,6.59
Philippines,1986,Administration,0.483,6.59
Philippines,1987,Administration,0.537,6.59
Philippines,1988,Administration,0.613,6.59
Philippines,1989,Administration,0.689,6.59
Philippines,1990,Administration,0.785,7.21
Philippines,1991,Administration,0.823,7.73
Philippines,1992,Administration,1.014,8.06
Philippines,1993,Administration,1.105,8.72
Philippines,1994,Administration,1.705,10.13
Philippines,1995,Administration,1.93,9.91
Philippines,1996,Administration,2.054,9.43
Philippines,1997,Administration,2.274,10.5
Philippines,1998,Administration,1.678,9.79
Philippines,1999,Administration,2.101,10.66
Philippines,2000,Administration,2.056,10.68
Philippines,2001,Administration,2.06,10.88
Philippines,2002,Administration,2.299,11.46
Philippines,2003,Administration,2.152,10.35
Philippines,2004,Administration,2.152,10.14
Philippines,2005,Administration,2.718,10.46
Philippines,2006,Administration,2.682,9.84
Philippines,2007,Administration,3.574,11.26
Philippines,2008,Administration,4.174,11.55
Philippines,2009,Administration,4.691,12.54
Philippines,2010,Administration,5.007,11.89
Philippines,2011,Administration,5.916,12.75
Philippines,2012,Administration,6.617,12.73
Philippines,2013,Administration,6.971,12.69
Philippines,2014,Administration,7.215,12.91
Philippines,2015,Administration,8.138,13.45
Philippines,2016,Administration,8.618,13.74
Philippines,2017,Administration,8.681,13.25
Philippines,2018,Administration,9.902,13.71
Philippines,2019,Administration,11.519,14.09
Philippines,2020,Administration,15.105,14.57
Philippines,2021,Administration,15.681,14.19
Philippines,2022,Administration,15.973,14.49
Philippines,2023,Administration,14.712,13.61
Philippines,2024,Administration,15.392,13.48
Philippines,2025,Administration,16.649,13.82
Philippines,2026,Administration,17.231,13.82
Poland,1946,Administration,0.45,14.1
Poland,1947,Administration,0.473,14.1
Poland,1948,Administration,0.496,14.1
Poland,1949,Administration,0.521,14.1
Poland,1950,Administration,0.547,14.1
Poland,1951,Administration,0.574,14.1
Poland,1952,Administration,0.603,14.1
Poland,1953,Administration,0.633,14.1
Poland,1954,Administration,0.665,14.1
Poland,1955,Administration,0.698,14.1
Poland,1956,Administration,0.733,14.1
Poland,1957,Administration,0.77,14.1
Poland,1958,Administration,0.808,14.1
Poland,1959,Administration,0.849,14.1
Poland,1960,Administration,0.891,14.1
Poland,1961,Administration,0.936,14.1
Poland,1962,Administration,0.983,14.1
Poland,1963,Administration,1.032,14.1
Poland,1964,Administration,1.083,14.1
Poland,1965,Administration,1.137,14.1
Poland,1966,Administration,1.194,14.1
Poland,1967,Administration,1.254,14.1
Poland,1968,Administration,1.317,14.1
Poland,1969,Administration,1.383,14.1
Poland,1970,Administration,1.452,14.1
Poland,1971,Administration,1.524,14.1
Poland,1972,Administration,1.6,14.1
Poland,1973,Administration,1.68,14.1
Poland,1974,Administration,1.764,14.1
Poland,1975,Administration,1.853,14.1
Poland,1976,Administration,1.945,14.1
Poland,1977,Administration,2.043,14.1
Poland,1978,Administration,2.145,14.1
Poland,1979,Administration,2.252,14.1
Poland,1980,Administration,2.365,14.1
Poland,1981,Administration,2.483,14.1
Poland,1982,Administration,2.607,14.1
Poland,1983,Administration,2.737,14.1
Poland,1984,Administration,2.874,14.1
Poland,1985,Administration,3.001,14.02
Poland,1986,Administration,3.16,14.06
Poland,1987,Administration,3.313,14.04
Poland,1988,Administration,3.479,14.04
Poland,1989,Administration,3.179,12.22
Poland,1990,Administration,3.338,12.22
Poland,1991,Administration,4.326,12.22
Poland,1992,Administration,4.773,12.22
Poland,1993,Administration,4.859,12.22
Poland,1994,Administration,5.606,12.22
Poland,1995,Administration,8.452,12.28
Poland,1996,Administration,12.116,13.76
Poland,1997,Administration,9.908,13.3
Poland,1998,Administration,10.534,13.36
Poland,1999,Administration,10.497,13.86
Poland,2000,Administration,10.375,13.66
Poland,2001,Administration,11.801,13.48
Poland,2002,Administration,12.291,13.51
Poland,2003,Administration,13.883,13.63
Poland,2004,Administration,15.038,13.48
Poland,2005,Administration,17.786,13.62
Poland,2006,Administration,19.791,13.56
Poland,2007,Administration,23.809,13.72
Poland,2008,Administration,30.375,13.76
Poland,2009,Administration,25.381,13.62
Poland,2010,Administration,27.732,13.72
Poland,2011,Administration,28.865,13.64
Poland,2012,Administration,27.154,13.51
Poland,2013,Administration,28.784,13.44
Poland,2014,Administration,29.872,13.65
Poland,2015,Administration,25.613,13.58
Poland,2016,Administration,25.949,13.69
Poland,2017,Administration,28.792,13.82
Poland,2018,Administration,31.265,13.82
Poland,2019,Administration,32.543,13.87
Poland,2020,Administration,40.973,14.5
Poland,2021,Administration,41.641,14.19
Poland,2022,Administration,40.477,14.02
Poland,2023,Administration,48.622,13.3
Poland,2024,Administration,53.686,13
Poland,2025,Administration,60.572,13
Poland,2026,Administration,62.692,13
Portugal,1946,Administration,0.069,14.36
Portugal,1947,Administration,0.072,14.36
Portugal,1948,Administration,0.076,14.36
Portugal,1949,Administration,0.08,14.36
Portugal,1950,Administration,0.084,14.36
Portugal,1951,Administration,0.088,14.36
Portugal,1952,Administration,0.092,14.36
Portugal,1953,Administration,0.097,14.36
Portugal,1954,Administration,0.102,14.36
Portugal,1955,Administration,0.107,14.36
Portugal,1956,Administration,0.112,14.36
Portugal,1957,Administration,0.118,14.36
Portugal,1958,Administration,0.124,14.36
Portugal,1959,Administration,0.13,14.36
Portugal,1960,Administration,0.137,14.36
Portugal,1961,Administration,0.146,14.36
Portugal,1962,Administration,0.157,14.36
Portugal,1963,Administration,0.167,14.36
Portugal,1964,Administration,0.181,14.36
Portugal,1965,Administration,0.201,14.36
Portugal,1966,Administration,0.22,14.36
Portugal,1967,Administration,0.246,14.36
Portugal,1968,Administration,0.272,14.36
Portugal,1969,Administration,0.298,14.36
Portugal,1970,Administration,0.332,14.36
Portugal,1971,Administration,0.377,14.36
Portugal,1972,Administration,0.46,14.36
Portugal,1973,Administration,0.618,14.36
Portugal,1974,Administration,0.717,14.36
Portugal,1975,Administration,0.792,14.36
Portugal,1976,Administration,0.896,14.14
Portugal,1977,Administration,0.895,13.28
Portugal,1978,Administration,0.98,13.28
Portugal,1979,Administration,1.091,13.13
Portugal,1980,Administration,1.426,13.18
Portugal,1981,Administration,1.389,12.22
Portugal,1982,Administration,1.28,12
Portugal,1983,Administration,1.183,11.73
Portugal,1984,Administration,0.998,11.16
Portugal,1985,Administration,1.248,11.41
Portugal,1986,Administration,1.686,10.76
Portugal,1987,Administration,1.901,10.9
Portugal,1988,Administration,2.152,10.67
Portugal,1989,Administration,2.474,10.91
Portugal,1990,Administration,3.206,10.49
Portugal,1991,Administration,3.924,10.54
Portugal,1992,Administration,4.856,10.47
Portugal,1993,Administration,4.761,11.2
Portugal,1994,Administration,4.854,11.59
Portugal,1995,Administration,5.838,11.07
Portugal,1996,Administration,6.169,11.31
Portugal,1997,Administration,6.022,11.94
Portugal,1998,Administration,6.884,12.45
Portugal,1999,Administration,7.099,12.55
Portugal,2000,Administration,6.63,12.51
Portugal,2001,Administration,7.022,12.63
Portugal,2002,Administration,7.84,12.6
Portugal,2003,Administration,10.131,12.84
Portugal,2004,Administration,11.88,12.94
Portugal,2005,Administration,12.676,12.95
Portugal,2006,Administration,13.151,13.12
Portugal,2007,Administration,14.79,13.07
Portugal,2008,Administration,16.73,13.15
Portugal,2009,Administration,16.818,13.22
Portugal,2010,Administration,16.934,13.39
Portugal,2011,Administration,16.891,12.88
Portugal,2012,Administration,14.761,12.79
Portugal,2013,Administration,15.963,12.86
Portugal,2014,Administration,17.393,13.23
Portugal,2015,Administration,13.648,12.97
Portugal,2016,Administration,12.833,12.53
Portugal,2017,Administration,14.296,12.93
Portugal,2018,Administration,14.693,12.86
Portugal,2019,Administration,14.424,12.93
Portugal,2020,Administration,16.46,13.4
Portugal,2021,Administration,17.318,13.26
Portugal,2022,Administration,16.149,13.31
Portugal,2023,Administration,17.188,13.17
Portugal,2024,Administration,18.414,13.15
Portugal,2025,Administration,20.35,13.15
Portugal,2026,Administration,21.062,13.15
