COUNTRY,YEAR,TOTAL_BUDGET,PCT_DEFENSE,PCT_EDUCATION,PCT_HEALTH,PCT_SOCIAL_WELFARE,PCT_INFRASTRUCTURE,PCT_AGRICULTURE,PCT_INTEREST,PCT_STATE_TRANSFERS,PCT_ADMIN,AMT_DEFENSE,AMT_EDUCATION,AMT_HEALTH,AMT_SOCIAL_WELFARE,AMT_INFRASTRUCTURE
South Africa,2002,37.936,6.16,20.1,10.38,7.32,14.64,7.32,14.56,7.32,12.2,2.337,7.625,3.938,2.777,5.554
South Africa,2003,60.565,5.78,19.59,12.34,7.46,14.92,7.46,12.57,7.46,12.43,3.501,11.865,7.474,4.518,9.036
South Africa,2004,81.277,5.34,19.93,12.03,7.67,15.34,7.67,11.56,7.67,12.78,4.34,16.198,9.778,6.234,12.468
South Africa,2005,91.78,4.91,19.92,10.92,8.01,16.02,8.01,10.86,8.01,13.35,4.506,18.283,10.022,7.352,14.703
South Africa,2006,97.448,4.68,18,13.1,8.16,16.31,8.16,9.85,8.16,13.59,4.561,17.541,12.766,7.952,15.894
South Africa,2007,107.805,4.33,18.03,13.51,8.32,16.64,8.32,8.67,8.32,13.86,4.668,19.437,14.565,8.969,17.939
South Africa,2008,106.623,4,17.91,13.01,8.61,17.22,8.61,7.7,8.61,14.35,4.265,19.096,13.872,9.18,18.36
South Africa,2009,119.094,3.83,18.31,13.37,8.58,17.15,8.58,7.31,8.58,14.3,4.561,21.806,15.923,10.218,20.425
South Africa,2010,153.199,3.54,18.04,14.12,8.49,16.99,8.49,7.68,8.49,14.15,5.423,27.637,21.632,13.007,26.028
South Africa,2011,176.629,3.57,18.66,14.67,8.28,16.56,8.28,7.9,8.28,13.8,6.306,32.959,25.912,14.625,29.25
South Africa,2012,163.699,3.61,19.67,14.47,8.03,16.06,8.03,8.7,8.03,13.39,5.91,32.2,23.687,13.145,26.29
South Africa,2013,155.517,3.56,18.7,14.34,8.2,16.4,8.2,8.74,8.2,13.67,5.536,29.082,22.301,12.752,25.505
South Africa,2014,150.936,3.49,18.99,14.92,8.01,16.03,8.01,9.18,8.01,13.36,5.268,28.663,22.52,12.09,24.195
South Africa,2015,144.915,3.34,18.7,15.24,8.04,16.09,8.04,9.1,8.04,13.41,4.84,27.099,22.085,11.651,23.317
South Africa,2016,129.266,3.25,18.05,15.29,7.98,15.96,7.98,10.22,7.98,13.3,4.201,23.333,19.765,10.315,20.631
South Africa,2017,157.409,3.16,18.72,15.29,7.84,15.68,7.84,10.56,7.84,13.07,4.974,29.467,24.068,12.341,24.682
South Africa,2018,170.976,2.97,18.9,15.29,7.84,15.68,7.84,10.56,7.84,13.07,5.078,32.314,26.142,13.405,26.809
South Africa,2019,167.433,2.81,19.61,15.29,7.69,15.38,7.69,11.04,7.69,12.81,4.705,32.834,25.601,12.876,25.751
South Africa,2020,158.694,2.76,19.66,16.89,7.39,14.78,7.39,11.43,7.39,12.32,4.38,31.199,26.803,11.728,23.455
South Africa,2021,180.366,2.48,18.94,16.89,7.32,14.63,7.32,12.92,7.32,12.19,4.473,34.161,30.464,13.203,26.387
South Africa,2022,169.072,2.5,18.89,16.89,7.11,14.23,7.11,14.29,7.11,11.86,4.227,31.938,28.556,12.021,24.059
South Africa,2023,158.223,2.31,19.17,16.89,7.1,14.2,7.1,14.29,7.1,11.83,3.655,30.331,26.724,11.234,22.468
South Africa,2024,166.396,2.11,18.52,16.89,7.23,14.46,7.23,14.29,7.23,12.05,3.511,30.817,28.104,12.03,24.061
South Africa,2025,177.197,2.11,19.14,16.89,7.14,14.27,7.14,14.29,7.14,11.89,3.739,33.916,29.929,12.652,25.286
South Africa,2026,183.399,2.11,19.14,16.89,7.14,14.27,7.14,14.29,7.14,11.89,3.87,35.103,30.976,13.095,26.171
South Korea,1948,0.531,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.108,0.027,0.044,0.068,0.085
South Korea,1949,0.558,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.113,0.028,0.046,0.071,0.089
South Korea,1950,0.585,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.119,0.029,0.048,0.075,0.093
South Korea,1951,0.615,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.125,0.031,0.051,0.078,0.098
South Korea,1952,0.645,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.131,0.032,0.053,0.082,0.103
South Korea,1953,0.678,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.138,0.034,0.056,0.087,0.108
South Korea,1954,0.712,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.145,0.036,0.059,0.091,0.114
South Korea,1955,0.747,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.152,0.037,0.062,0.095,0.119
South Korea,1956,0.784,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.159,0.039,0.065,0.1,0.125
South Korea,1957,0.824,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.167,0.041,0.068,0.105,0.131
South Korea,1958,0.865,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.176,0.043,0.072,0.11,0.138
South Korea,1959,0.908,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.184,0.045,0.075,0.116,0.145
South Korea,1960,0.954,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.194,0.048,0.079,0.122,0.152
South Korea,1961,0.583,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.118,0.029,0.048,0.074,0.093
South Korea,1962,0.678,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.138,0.034,0.056,0.087,0.108
South Korea,1963,0.962,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.195,0.048,0.08,0.123,0.154
South Korea,1964,0.834,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.169,0.042,0.069,0.107,0.133
South Korea,1965,0.754,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.153,0.038,0.062,0.096,0.12
South Korea,1966,0.95,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.193,0.047,0.079,0.121,0.152
South Korea,1967,1.175,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.239,0.059,0.097,0.15,0.188
South Korea,1968,1.48,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.301,0.074,0.123,0.189,0.236
South Korea,1969,1.859,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.377,0.093,0.154,0.237,0.297
South Korea,1970,2.18,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.443,0.109,0.181,0.278,0.348
South Korea,1971,2.401,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.488,0.12,0.199,0.307,0.383
South Korea,1972,2.638,20.31,5,8.28,12.77,15.96,9.58,2.57,12.77,12.77,0.536,0.132,0.218,0.337,0.421
South Korea,1973,3.376,20.31,5,8.28,12.61,15.76,9.46,3.36,12.61,12.61,0.686,0.169,0.28,0.426,0.532
South Korea,1974,4.767,20.31,5,8.28,12.65,15.81,9.49,3.17,12.65,12.65,0.968,0.238,0.395,0.603,0.754
South Korea,1975,5.31,20.31,5,8.28,12.61,15.76,9.46,3.36,12.61,12.61,1.079,0.266,0.44,0.67,0.837
South Korea,1976,7.289,20.31,5,8.28,12.39,15.49,9.29,4.46,12.39,12.39,1.48,0.364,0.604,0.903,1.129
South Korea,1977,9.375,20.31,5,8.28,12.24,15.3,9.18,5.21,12.24,12.24,1.904,0.469,0.776,1.148,1.434
South Korea,1978,12.678,20.31,5,8.28,12.17,15.22,9.13,5.55,12.17,12.17,2.575,0.634,1.05,1.543,1.93
South Korea,1979,16.34,20.31,5,8.28,12.08,15.1,9.06,6,12.08,12.08,3.319,0.817,1.353,1.974,2.467
South Korea,1980,15.972,20.31,5,8.28,11.83,14.78,8.87,7.28,11.83,11.83,3.244,0.799,1.322,1.889,2.361
South Korea,1981,17.829,20.31,5,8.28,11.75,14.69,8.81,7.67,11.75,11.75,3.621,0.891,1.476,2.095,2.619
South Korea,1982,19.181,20.31,5,8.28,11.85,14.82,8.89,7.15,11.85,11.85,3.896,0.959,1.588,2.273,2.843
South Korea,1983,21.509,20.31,5,8.28,11.86,14.82,8.89,7.12,11.86,11.86,4.368,1.075,1.781,2.551,3.188
South Korea,1984,23.94,20.31,5,8.28,11.69,14.61,8.77,7.96,11.69,11.69,4.862,1.197,1.982,2.799,3.498
South Korea,1985,24.903,20.31,5,8.28,11.66,14.58,8.75,8.11,11.66,11.66,5.058,1.245,2.062,2.904,3.631
South Korea,1986,28.792,20.31,5,8.28,11.62,14.52,8.71,8.32,11.62,11.62,5.848,1.44,2.384,3.346,4.181
South Korea,1987,36.538,20.31,5,8.28,11.81,14.76,8.86,7.36,11.81,11.81,7.421,1.827,3.025,4.315,5.393
South Korea,1988,49.315,20.31,5,8.28,11.98,14.98,8.99,6.49,11.98,11.98,10.016,2.466,4.083,5.908,7.387
South Korea,1989,61.017,20.31,5,8.28,12.53,15.67,9.4,3.75,12.53,12.53,12.392,3.051,5.052,7.645,9.561
South Korea,1990,70.095,20.31,5,8.28,12.33,15.42,9.25,4.75,12.33,12.33,14.236,3.505,5.804,8.643,10.809
South Korea,1991,81.804,20.31,5,8.28,12.5,15.63,9.38,3.9,12.5,12.5,16.614,4.09,6.773,10.226,12.786
South Korea,1992,88.061,20.31,5,8.28,12.48,15.6,9.36,4.01,12.48,12.48,17.885,4.403,7.291,10.99,13.738
South Korea,1993,97.369,20.31,5,8.28,12.7,15.88,9.53,2.91,12.7,12.7,19.776,4.868,8.062,12.366,15.462
South Korea,1994,115.004,20.31,5,8.28,12.54,15.67,9.4,3.73,12.54,12.54,23.357,5.75,9.522,14.421,18.021
South Korea,1995,140.709,20.31,5,8.28,12.6,15.75,9.45,3.41,12.6,12.6,28.578,7.035,11.651,17.729,22.162
South Korea,1996,151.487,18.51,5,8.28,13.04,16.3,9.78,3.02,13.04,13.04,28.04,7.574,12.543,19.754,24.692
South Korea,1997,141.409,18.16,5,8.28,13.07,16.34,9.8,3.19,13.07,13.07,25.68,7.07,11.709,18.482,23.106
South Korea,1998,95.351,16.42,5,8.28,13.23,16.54,9.92,4.14,13.23,13.23,15.657,4.768,7.895,12.615,15.771
South Korea,1999,123.767,14.53,5,8.28,13.1,16.37,9.82,6.7,13.1,13.1,17.983,6.188,10.248,16.214,20.261
South Korea,2000,143.397,14.42,5,8.28,13.09,16.36,9.82,6.87,13.09,13.09,20.678,7.17,11.873,18.771,23.46
South Korea,2001,136.216,13.46,5,9.3,13.2,16.5,9.9,6.23,13.2,13.2,18.335,6.811,12.668,17.98,22.476
South Korea,2002,156.003,13.66,5,8.93,13.35,16.69,10.01,5.65,13.35,13.35,21.31,7.8,13.931,20.826,26.037
South Korea,2003,174.844,12.17,5,7.49,14.16,17.7,10.62,4.55,14.16,14.16,21.279,8.742,13.096,24.758,30.947
South Korea,2004,197.58,11.71,5,8.3,13.88,17.35,10.41,5.58,13.88,13.88,23.137,9.879,16.399,27.424,34.28
South Korea,2005,233.218,12.56,5,8.88,13.53,16.91,10.15,5.92,13.53,13.53,29.292,11.661,20.71,31.554,39.437
South Korea,2006,262.842,12.28,5,9.6,13.32,16.65,9.99,6.51,13.32,13.32,32.277,13.142,25.233,35.011,43.763
South Korea,2007,293.019,12.07,5,10.12,13.19,16.49,9.89,6.85,13.19,13.19,35.367,14.651,29.654,38.649,48.319
South Korea,2008,261.979,12.5,5,9.8,13.18,16.48,9.89,6.79,13.18,13.18,32.747,13.099,25.674,34.529,43.174
South Korea,2009,235.936,12.79,5,10.09,13.43,16.79,10.07,4.95,13.43,13.43,30.176,11.797,23.806,31.686,39.614
South Korea,2010,286.279,13.22,5,11.29,12.95,16.19,9.71,5.74,12.95,12.95,37.846,14.314,32.321,37.073,46.349
South Korea,2011,313.705,12.97,5,11.05,13.04,16.3,9.78,5.78,13.04,13.04,40.688,15.685,34.664,40.907,51.134
South Korea,2012,320.482,12.71,5,10.98,13.13,16.41,9.84,5.68,13.13,13.13,40.733,16.024,35.189,42.079,52.591
South Korea,2013,344.321,12.57,5,11.53,13.05,16.32,9.79,5.63,13.05,13.05,43.281,17.216,39.7,44.934,56.193
South Korea,2014,373.501,12.8,5,11.74,12.96,16.2,9.72,5.67,12.96,12.96,47.808,18.675,43.849,48.406,60.507
South Korea,2015,369.411,12.64,5,12.12,12.98,16.23,9.74,5.33,12.98,12.98,46.694,18.471,44.773,47.95,59.955
South Korea,2016,378.996,12.62,5,12.7,12.98,16.22,9.73,4.8,12.98,12.98,47.829,18.95,48.133,49.194,61.473
South Korea,2017,410.447,12.33,5,13.17,13.02,16.27,9.76,4.41,13.02,13.02,50.608,20.522,54.056,53.44,66.78
South Korea,2018,437.82,12.25,5,13.71,12.99,16.24,9.75,4.06,12.99,12.99,53.633,21.891,60.025,56.873,71.102
South Korea,2019,420.251,11.85,5,13.89,13.1,16.38,9.83,3.76,13.1,13.1,49.8,21.013,58.373,55.053,68.837
South Korea,2020,418.577,11.17,5,13.01,13.43,16.79,10.07,3.66,13.43,13.43,46.755,20.929,54.457,56.215,70.279
South Korea,2021,466.155,10.87,5,14.35,13.3,16.62,9.97,3.3,13.3,13.3,50.671,23.308,66.893,61.999,77.475
South Korea,2022,431.847,9.66,5,14.92,13.39,16.74,10.04,3.46,13.39,13.39,41.716,21.592,64.432,57.824,72.291
South Korea,2023,442.752,11.23,5,15.62,12.75,15.93,9.56,4.43,12.75,12.75,49.721,22.138,69.158,56.451,70.53
South Korea,2024,450.093,11.32,5,15.5,12.75,15.94,9.56,4.43,12.75,12.75,50.951,22.505,69.764,57.387,71.745
South Korea,2025,449.37,11.32,5,15.5,12.75,15.94,9.56,4.43,12.75,12.75,50.869,22.468,69.652,57.295,71.63
South Korea,2026,465.098,11.32,5,15.5,12.75,15.94,9.56,4.43,12.75,12.75,52.649,23.255,72.09,59.3,74.137
Spain,1946,2.824,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.424,0.25,0.35,0.581,0.249
Spain,1947,2.965,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.445,0.262,0.368,0.61,0.261
Spain,1948,3.113,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.467,0.275,0.386,0.64,0.274
Spain,1949,3.269,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.49,0.289,0.406,0.672,0.288
Spain,1950,3.432,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.515,0.303,0.426,0.706,0.302
Spain,1951,3.604,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.541,0.319,0.447,0.741,0.318
Spain,1952,3.784,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.568,0.335,0.47,0.778,0.333
Spain,1953,3.973,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.596,0.351,0.493,0.817,0.35
Spain,1954,4.172,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.626,0.369,0.518,0.858,0.368
Spain,1955,4.381,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.657,0.387,0.544,0.901,0.386
Spain,1956,4.6,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.69,0.407,0.571,0.946,0.405
Spain,1957,4.83,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.724,0.427,0.599,0.993,0.426
Spain,1958,5.071,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.761,0.448,0.629,1.043,0.447
Spain,1959,5.325,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.799,0.471,0.661,1.095,0.469
Spain,1960,5.591,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.839,0.494,0.694,1.15,0.493
Spain,1961,6.407,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,0.961,0.566,0.795,1.317,0.564
Spain,1962,7.474,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,1.121,0.661,0.928,1.537,0.658
Spain,1963,8.834,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,1.325,0.781,1.096,1.816,0.778
Spain,1964,9.885,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,1.483,0.874,1.227,2.032,0.871
Spain,1965,11.466,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,1.72,1.014,1.423,2.357,1.01
Spain,1966,13.302,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,1.995,1.176,1.651,2.735,1.172
Spain,1967,14.657,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,2.199,1.296,1.819,3.013,1.291
Spain,1968,14.577,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,2.187,1.289,1.809,2.997,1.284
Spain,1969,16.691,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,2.504,1.475,2.071,3.432,1.47
Spain,1970,18.434,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,2.765,1.63,2.288,3.79,1.624
Spain,1971,20.964,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,3.145,1.853,2.602,4.31,1.847
Spain,1972,26.591,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,3.989,2.351,3.3,5.467,2.343
Spain,1973,35.363,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,5.304,3.126,4.388,7.271,3.115
Spain,1974,43.742,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,6.561,3.867,5.428,8.993,3.854
Spain,1975,51.613,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,7.742,4.563,6.405,10.612,4.547
Spain,1976,53.29,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,7.994,4.711,6.613,10.956,4.695
Spain,1977,59.56,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,8.934,5.265,7.391,12.245,5.247
Spain,1978,72.218,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,10.833,6.384,8.962,14.848,6.362
Spain,1979,96.502,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,14.475,8.531,11.976,19.841,8.502
Spain,1980,104.67,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,15.701,9.253,12.99,21.52,9.221
Spain,1981,91.198,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,13.68,8.062,11.318,18.75,8.035
Spain,1982,88.136,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,13.22,7.791,10.938,18.121,7.765
Spain,1983,76.873,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,11.531,6.796,9.54,15.805,6.773
Spain,1984,77.391,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,11.609,6.841,9.604,15.912,6.818
Spain,1985,81.299,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,12.195,7.187,10.089,16.715,7.162
Spain,1986,113.014,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,16.952,9.99,14.025,23.236,9.957
Spain,1987,143.334,15,8.84,12.41,20.56,8.81,5.87,5,11.75,11.75,21.5,12.671,17.788,29.469,12.628
Spain,1988,169.151,15,9.64,12.41,20.28,8.69,5.79,5,11.59,11.59,25.373,16.306,20.992,34.304,14.699
Spain,1989,186.507,15,10.34,12.41,20.04,8.59,5.72,5,11.45,11.45,27.976,19.285,23.146,37.376,16.021
Spain,1990,241.279,15,10.14,12.41,20.11,8.62,5.74,5,11.49,11.49,36.192,24.466,29.943,48.521,20.798
Spain,1991,259.539,15,10.03,12.41,20.15,8.63,5.76,5,11.51,11.51,38.931,26.032,32.209,52.297,22.398
Spain,1992,283.709,15,9.73,12.41,20.25,8.68,5.79,5,11.57,11.57,42.556,27.605,35.208,57.451,24.626
Spain,1993,236.115,15,10.05,12.41,20.14,8.63,5.75,5,11.51,11.51,35.417,23.73,29.302,47.554,20.377
Spain,1994,238.583,15,10.27,12.41,20.06,8.6,5.73,5,11.46,11.46,35.787,24.502,29.608,47.86,20.518
Spain,1995,276.377,15,10.66,12.41,19.93,8.54,5.69,5,11.39,11.39,41.456,29.462,34.298,55.082,23.603
Spain,1996,289.013,15,10.74,12.41,19.9,8.53,5.69,5,11.37,11.37,43.352,31.04,35.867,57.514,24.653
Spain,1997,265.383,15,10.47,12.41,19.99,8.57,5.71,5,11.42,11.42,39.807,27.786,32.934,53.05,22.743
Spain,1998,278.429,15,10.47,12.41,19.99,8.57,5.71,5,11.42,11.42,41.764,29.152,34.553,55.658,23.861
Spain,1999,285.478,15,10.67,12.41,19.92,8.54,5.69,5,11.38,11.38,42.822,30.46,35.428,56.867,24.38
Spain,2000,269.146,15,10.65,12.41,19.93,8.54,5.69,5,11.39,11.39,40.372,28.664,33.401,53.641,22.985
Spain,2001,282.509,15,10.7,12.52,19.87,8.52,5.68,5,11.36,11.36,42.376,30.229,35.37,56.135,24.07
Spain,2002,319.022,15,10.7,12.51,19.88,8.52,5.68,5,11.36,11.36,47.853,34.135,39.91,63.422,27.181
Spain,2003,408.583,15,10.88,14.02,19.29,8.27,5.51,5,11.02,11.02,61.288,44.454,57.283,78.816,33.79
Spain,2004,481.423,15,10.71,14.05,19.33,8.29,5.52,5,11.05,11.05,72.213,51.56,67.64,93.059,39.91
Spain,2005,519.6,15,10.77,14.4,19.19,8.22,5.48,5,10.97,10.97,77.94,55.961,74.822,99.711,42.711
Spain,2006,567.831,15,10.89,14.69,19.05,8.16,5.44,5,10.88,10.88,85.175,61.837,83.414,108.172,46.335
Spain,2007,664.536,15,10.84,14.59,19.1,8.19,5.46,5,10.92,10.92,99.68,72.036,96.956,126.926,54.425
Spain,2008,736.252,15,10.93,14.82,18.99,8.14,5.43,5,10.85,10.85,110.438,80.472,109.113,139.814,59.931
Spain,2009,673.464,15,10.62,14.79,19.1,8.19,5.46,5,10.92,10.92,101.02,71.522,99.605,128.632,55.157
Spain,2010,642.595,15,10.55,14.75,19.15,8.21,5.47,5,10.94,10.94,96.389,67.794,94.783,123.057,52.757
Spain,2011,669.406,15,10.27,14.6,19.3,8.27,5.51,5,11.03,11.03,100.411,68.748,97.733,129.195,55.36
Spain,2012,598.948,15,9.06,13.35,20.16,8.64,5.76,5,11.52,11.52,89.842,54.265,79.96,120.748,51.749
Spain,2013,612.984,15,9.38,13.88,19.86,8.51,5.67,5,11.35,11.35,91.948,57.498,85.082,121.739,52.165
Spain,2014,621.11,15,9.49,14.09,19.75,8.46,5.64,5,11.28,11.28,93.167,58.943,87.514,122.669,52.546
Spain,2015,542.774,15,9.73,14.77,19.43,8.33,5.55,5,11.1,11.1,81.416,52.812,80.168,105.461,45.213
Spain,2016,559.357,15,9.95,15.1,19.23,8.24,5.5,5,10.99,10.99,83.904,55.656,84.463,107.564,46.091
Spain,2017,594.789,15,10.18,15.28,19.09,8.18,5.45,5,10.91,10.91,89.218,60.55,90.884,113.545,48.654
Spain,2018,644.239,15,10,15.12,19.21,8.23,5.49,5,10.98,10.98,96.636,64.424,97.409,123.758,53.021
Spain,2019,631.573,15,10,15.23,19.17,8.21,5.48,5,10.95,10.95,94.736,63.157,96.189,121.073,51.852
Spain,2020,580.403,15,9.43,15.15,19.4,8.31,5.54,5,11.08,11.08,87.06,54.732,87.931,112.598,48.231
Spain,2021,657.56,15,9.72,15.18,19.28,8.26,5.51,5,11.02,11.02,98.634,63.915,99.818,126.778,54.314
Spain,2022,651.983,15,9.88,15.2,19.22,8.24,5.49,5,10.98,10.98,97.797,64.416,99.101,125.311,53.723
Spain,2023,728.767,15,9.88,14.85,19.35,8.29,5.53,5,11.06,11.06,109.315,72.002,108.222,141.016,60.415
Spain,2024,776.552,15,9.88,14.85,19.35,8.29,5.53,5,11.06,11.06,116.483,76.723,115.318,150.263,64.376
Spain,2025,857.904,15,9.88,14.85,19.35,8.29,5.53,5,11.06,11.06,128.686,84.761,127.399,166.004,71.12
Spain,2026,887.931,15,9.88,14.85,19.35,8.29,5.53,5,11.06,11.06,133.19,87.728,131.858,171.815,73.609
Sweden,1946,2.623,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.105,0.257,0.309,0.649,0.278
Sweden,1947,2.754,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.11,0.27,0.325,0.681,0.292
Sweden,1948,2.892,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.116,0.283,0.341,0.715,0.307
Sweden,1949,3.036,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.121,0.298,0.358,0.751,0.322
Sweden,1950,3.188,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.128,0.312,0.376,0.789,0.338
Sweden,1951,3.347,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.134,0.328,0.395,0.828,0.355
Sweden,1952,3.515,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.141,0.344,0.415,0.87,0.373
Sweden,1953,3.69,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.148,0.362,0.435,0.913,0.391
Sweden,1954,3.875,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.155,0.38,0.457,0.959,0.411
Sweden,1955,4.069,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.163,0.399,0.48,1.007,0.431
Sweden,1956,4.272,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.171,0.419,0.504,1.057,0.453
Sweden,1957,4.486,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.179,0.44,0.529,1.11,0.475
Sweden,1958,4.71,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.188,0.462,0.556,1.165,0.499
Sweden,1959,4.945,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.198,0.485,0.584,1.224,0.524
Sweden,1960,5.193,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.208,0.509,0.613,1.285,0.55
Sweden,1961,5.649,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.226,0.554,0.667,1.398,0.599
Sweden,1962,6.126,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.245,0.6,0.723,1.516,0.649
Sweden,1963,6.631,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.265,0.65,0.782,1.64,0.703
Sweden,1964,7.395,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.296,0.725,0.873,1.829,0.784
Sweden,1965,8.138,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.326,0.797,0.96,2.013,0.863
Sweden,1966,8.852,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.354,0.867,1.044,2.19,0.938
Sweden,1967,9.608,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.384,0.942,1.134,2.377,1.018
Sweden,1968,10.196,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.408,0.999,1.203,2.522,1.081
Sweden,1969,11.072,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.443,1.085,1.307,2.739,1.174
Sweden,1970,12.399,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.496,1.215,1.463,3.068,1.314
Sweden,1971,13.53,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.541,1.326,1.597,3.347,1.434
Sweden,1972,15.935,4,9.8,11.8,24.74,10.6,7.07,3.71,14.14,14.14,0.637,1.562,1.88,3.942,1.689
